cluster,confidence,threshold
14,0.3833411573666086,False
9,0.45896701662420775,False
3,0.5120807460415475,False
13,0.5809310405395378,False
11,0.5941059186477484,False
7,0.698597221749756,True
10,0.7386113322649395,False
1,0.7662327801856074,False
0,0.8416218588854297,False
8,0.8614190800892867,False
6,0.8706842293167284,False
12,0.9576550042306549,False
